Journey,Activity,Card Index,Card Type,Severity,Issue,Details
"singles_financial_readiness","act_4_debt_freedom",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_4_debt_freedom",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_4_debt_freedom",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_4_debt_freedom",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",0,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",0,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",0,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",0,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",3,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",3,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",3,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",3,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",3,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_5_budgeting",3,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",1,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",1,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",1,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",1,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",1,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",4,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",4,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",4,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",4,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_6_giving",4,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_7_emergency_fund",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_7_emergency_fund",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_7_emergency_fund",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_7_emergency_fund",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_7_emergency_fund",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_7_emergency_fund",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_financial_readiness","act_8_money_conversations",1,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_8_money_conversations",1,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_8_money_conversations",1,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_8_money_conversations",1,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_8_money_conversations",1,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_9_financial_partnership",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_9_financial_partnership",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_9_financial_partnership",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_9_financial_partnership",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_10_financial_red_flags",4,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"singles_financial_readiness","act_11_action_plan",1,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",1,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",1,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",1,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",1,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",1,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",1,"question","error","Invalid prompt format","Prompt 6 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",4,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",4,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",4,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",4,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",4,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_financial_readiness","act_11_action_plan",4,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_healing_past_wounds","act_2_types_of_wounds",1,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_healing_past_wounds","act_2_types_of_wounds",1,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_healing_past_wounds","act_2_types_of_wounds",1,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_healing_past_wounds","act_2_types_of_wounds",1,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_healing_past_wounds","act_2_types_of_wounds",1,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_healing_past_wounds","act_2_types_of_wounds",1,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_healthy_boundaries","act_2_boundary_patterns",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_healthy_boundaries","act_2_boundary_patterns",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_healthy_boundaries","act_2_boundary_patterns",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_healthy_boundaries","act_2_boundary_patterns",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_healthy_boundaries","act_2_boundary_patterns",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_identity_self_worth","act_3_cultural_distortion",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_identity_self_worth","act_3_cultural_distortion",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_identity_self_worth","act_3_cultural_distortion",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_identity_self_worth","act_3_cultural_distortion",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_identity_self_worth","act_3_cultural_distortion",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_1_sexuality_design",0,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_1_sexuality_design",0,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_1_sexuality_design",0,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_1_sexuality_design",0,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_1_sexuality_design",0,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_1_sexuality_design",0,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_2_cultural_lies",1,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_2_cultural_lies",1,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_2_cultural_lies",1,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_2_cultural_lies",1,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_2_cultural_lies",1,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_2_cultural_lies",1,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",1,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",1,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",1,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",1,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",1,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",1,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",1,"question","error","Invalid prompt format","Prompt 6 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",3,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",3,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",3,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",3,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",3,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",3,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_3_vulnerability_patterns",3,"question","error","Invalid prompt format","Prompt 6 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",2,"question","error","Invalid prompt format","Prompt 6 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",3,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",3,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",3,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",3,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",3,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_4_boundaries",3,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_5_digital_purity",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_5_digital_purity",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_5_digital_purity",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_5_digital_purity",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_5_digital_purity",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_5_digital_purity",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_5_digital_purity",2,"question","error","Invalid prompt format","Prompt 6 is not a dict: <class 'str'>"
"singles_purity_discipline","act_6_accountability",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_6_accountability",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_6_accountability",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_6_accountability",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_6_accountability",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_7_spiritual_disciplines",3,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_7_spiritual_disciplines",3,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_7_spiritual_disciplines",3,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_7_spiritual_disciplines",3,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_7_spiritual_disciplines",3,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_8_dating_purity",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_8_dating_purity",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_8_dating_purity",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_8_dating_purity",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_8_dating_purity",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_8_dating_purity",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_9_thought_life",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_9_thought_life",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_9_thought_life",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_9_thought_life",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_9_thought_life",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_9_thought_life",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_10_grace_recovery",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_10_grace_recovery",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_10_grace_recovery",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_10_grace_recovery",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_10_grace_recovery",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_10_grace_recovery",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_purity_discipline","act_11_marriage_preparation",4,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_purity_discipline","act_11_marriage_preparation",4,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_purity_discipline","act_11_marriage_preparation",4,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_purity_discipline","act_11_marriage_preparation",4,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_purity_discipline","act_11_marriage_preparation",4,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_purity_discipline","act_11_marriage_preparation",4,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_toxic_triggers","act_2_trigger_categories",2,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_toxic_triggers","act_2_trigger_categories",2,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_toxic_triggers","act_2_trigger_categories",2,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_toxic_triggers","act_2_trigger_categories",2,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_toxic_triggers","act_2_trigger_categories",2,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_toxic_triggers","act_2_trigger_categories",2,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"singles_toxic_triggers","act_2_trigger_categories",2,"question","error","Invalid prompt format","Prompt 6 is not a dict: <class 'str'>"
"singles_unhealthy_family_patterns","act_2_conflict_patterns",1,"question","error","Invalid prompt format","Prompt 0 is not a dict: <class 'str'>"
"singles_unhealthy_family_patterns","act_2_conflict_patterns",1,"question","error","Invalid prompt format","Prompt 1 is not a dict: <class 'str'>"
"singles_unhealthy_family_patterns","act_2_conflict_patterns",1,"question","error","Invalid prompt format","Prompt 2 is not a dict: <class 'str'>"
"singles_unhealthy_family_patterns","act_2_conflict_patterns",1,"question","error","Invalid prompt format","Prompt 3 is not a dict: <class 'str'>"
"singles_unhealthy_family_patterns","act_2_conflict_patterns",1,"question","error","Invalid prompt format","Prompt 4 is not a dict: <class 'str'>"
"singles_unhealthy_family_patterns","act_2_conflict_patterns",1,"question","error","Invalid prompt format","Prompt 5 is not a dict: <class 'str'>"
"widowed_dealing_with_loneliness","act_1_the_emptiness",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_2_loneliness_vs_isolation",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_3_god_in_the_emptiness",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_4_rebuilding_connection",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_5_navigating_social_world",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_6_the_hardest_times",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_7_physical_touch",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_8_married_friends",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_dealing_with_loneliness","act_9_finding_your_people",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_1_calendar_minefields",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_2_preparation",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_3_firsts",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_4_holidays",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_5_personal_dates",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_6_new_traditions",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_7_helping_children",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_8_faith_and_holidays",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_holidays_anniversaries","act_9_support_system",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_1_memory_and_life",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_2_ways_to_remember",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_3_their_belongings",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_4_telling_their_story",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_5_legacy_projects",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_6_children_and_memory",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_7_creating_new_memories",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_8_their_presence",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_honoring_memory","act_9_moving_forward",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_1_their_world_changes_again",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_2_loyalty_conflict",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_3_building_relationship",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_4_honoring_deceased_parent",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_5_communication",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_6_practical_changes",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_7_difficult_responses",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_8_your_partner_as_parent",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_kids_embrace_new_commitment","act_9_wedding_integration",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_1_the_weight_of_loss",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_2_waves_of_grief",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_3_grief_and_faith",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_4_grief_in_your_body",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_5_the_secondary_losses",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_6_other_peoples_grief",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_7_grief_and_guilt",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_8_carrying_grief_forward",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_navigating_grief_loss","act_9_hope_in_the_darkness",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_1_the_question",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_2_guilt_and_loyalty",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_3_readiness",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_4_what_you_want",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_5_practical_navigation",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_6_children_and_new_love",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_7_honoring_spouse",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_8_red_flags",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_opening_heart_new_love","act_9_trusting_god",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_1_covenant_again",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_2_readiness_check",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_3_alignment_essentials",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_4_lessons_first_marriage",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_5_honoring_past_embracing_future",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_6_blended_family",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_7_spiritual_foundation",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_8_vows",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_preparing_new_covenant","act_9_the_wedding",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_1_life_dismantled",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_2_immediate_practical",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_3_financial_picture",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_4_benefits_insurance",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_5_legal_estate",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_6_budget",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_7_their_domain",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_8_daily_routines",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_9_decisions_alone",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_10_home_space",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_11_work_purpose",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_12_self_care",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
"widowed_rebuilding_life","act_13_support_system",3,"question","error","Question card missing prompts","Question cards should have at least one prompt"
